PP 1001 WH OPRAWA HALOGENOWA PAR16 MR16;https://www.pp-design.pl/image,offer,812,2104,1000,750,0.jpg;58.00 PLN;Oprawa wpuszczana na żarówkę typu PAR16 oraz MR16. Wykonana z aluminium lakierowanego na kolor biały. Regulowana.Dostępny kolor biały oraz czarnobiały. Wersja kwadratowa oraz okrągła.W sprzedaży dostępne także dedykowane do oprawy żarówki LED. Atuty:Możliwość zastosowania energooszczędnego źródła światła LEDMożliwość regulacjiJakość wykonania;Oprawy halogenowe;MATERIAŁ:Aluminium|KOLOR:Biały|WYMIARY:106x106mm|OTWÓR MONTAŻOWY:95x95mm|GŁĘBOKOŚĆ MONTAŻOWA:H90mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz|TRZONEK:GU10 (brak w komplecie), GU5,3 (w komplecie)|ŻARÓWKA:PAR16 LED 230V (brak w komplecie)|STOPIEŃ SZCZELNOŚCI:IP20
PP 1000 WH OPRAWA HALOGENOWA PAR16 MR16;https://www.pp-design.pl/image,offer,811,2102,1000,750,0.jpg;58.00 PLN;Oprawa wpuszczana na żarówkę typu PAR16 oraz MR16. Wykonana z aluminium lakierowanego na kolor biały. Regulowana.Dostępny kolor biały oraz czarnobiały. Wersja kwadratowa oraz okrągła.W sprzedaży dostępne także dedykowane do oprawy żarówki LED. Atuty:Możliwość zastosowania energooszczędnego źródła światła LEDMożliwość regulacjiJakość wykonania;Oprawy halogenowe;MATERIAŁ:Aluminium|KOLOR:Biały|WYMIARY:śr.106mm|OTWÓR MONTAŻOWY:śr.95mm|GŁĘBOKOŚĆ MONTAŻOWA:H90mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz|TRZONEK:GU10 (brak w komplecie), GU5,3 (w komplecie)|ŻARÓWKA:PAR16 LED 230V (brak w komplecie)|STOPIEŃ SZCZELNOŚCI:IP20
PP 1001 BK OPRAWA HALOGENOWA PAR16 MR16;https://www.pp-design.pl/image,offer,810,2103,1000,750,0.jpg;58.00 PLN;Oprawa wpuszczana na żarówkę typu PAR16 oraz MR16. Wykonana z aluminium lakierowanego na kolor czarnobiały. Regulowana.Dostępny kolor biały oraz czarnobiały. Wersja kwadratowa oraz okrągła.W sprzedaży dostępne także dedykowane do oprawy żarówki LED. Atuty:Możliwość zastosowania energooszczędnego źródła światła LEDMożliwość regulacjiJakość wykonania;Oprawy halogenowe;MATERIAŁ:Aluminium|KOLOR:Czarnobiały|WYMIARY:106x106mm|OTWÓR MONTAŻOWY:95x95mm|GŁĘBOKOŚĆ MONTAŻOWA:H90mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz|TRZONEK:GU10 (brak w komplecie), GU5,3 (w komplecie)|ŻARÓWKA:PAR16 LED 230V (brak w komplecie)|STOPIEŃ SZCZELNOŚCI:IP20
PP 1000 BK OPRAWA HALOGENOWA PAR16 MR16;https://www.pp-design.pl/image,offer,809,2101,1000,750,0.jpg;58.00 PLN;Oprawa wpuszczana na żarówkę typu PAR16 oraz MR16. Wykonana z aluminium lakierowanego na kolor czarnobiały. Regulowana.Dostępny kolor biały oraz czarnobiały. Wersja kwadratowa oraz okrągła.W sprzedaży dostępne także dedykowane do oprawy żarówki LED. Atuty:Możliwość zastosowania energooszczędnego źródła światła LEDMożliwość regulacjiJakość wykonania;Oprawy halogenowe;MATERIAŁ:Aluminium|KOLOR:Czarnobiały|WYMIARY:śr.106mm|OTWÓR MONTAŻOWY:śr.95mm|GŁĘBOKOŚĆ MONTAŻOWA:H90mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz|TRZONEK:GU10 (brak w komplecie), GU5,3 (w komplecie)|ŻARÓWKA:PAR16 LED 230V (brak w komplecie)|STOPIEŃ SZCZELNOŚCI:IP20
PP GZ10 GU10 230V OPRAWKA CERAMICZNA 24cm;https://www.pp-design.pl/image,offer,805,2062,1000,750,0.jpg;4.00 PLN;Oprawka ceramiczna GZ10, GU10 230V z przewodem długości 24 cm do żarówek LED typu PAR16 oraz ES111.;Żarówki;MATERIAŁ:Ceramika, aluminium|WYMIARY:śr.27xH255mm|NAPIĘCIE ZASILANIA:230V 50Hz|TRZONEK:GZ10, GU10|ZASTOSOWANIE:Żarówka halogenowa 230V 1x100W, CFL 230V, LED 230V|STOPIEŃ SZCZELNOŚCI:IP20
PP GZ10 GU10 230V OPRAWKA CERAMICZNA 14cm;https://www.pp-design.pl/image,offer,804,2064,1000,750,0.jpg;3.50 PLN;Oprawka ceramiczna GZ10, GU10 230V z przewodem długości 14 cm do żarówek LED typu PAR16 oraz ES111.;Żarówki;MATERIAŁ:Ceramika, aluminium|WYMIARY:śr.27xH155mm|NAPIĘCIE ZASILANIA:230V 50Hz|TRZONEK:GZ10, GU10|ZASTOSOWANIE:Żarówka halogenowa 230V 1x100W, CFL 230V, LED 230V|STOPIEŃ SZCZELNOŚCI:IP20
PP 920 WH OPRAWA HALOGENOWA QR70;https://www.pp-design.pl/image,offer,737,1438,1000,750,0.jpg;105.00 PLN;Oprawa wpuszczana na żarówkę typu QR70. Wykonana z aluminium lakierowanego na kolor biały. Regulowana. Sprawdzi się idealnie jako punktowe oświetlenie sufitowe. Dzięki swojej subtelnej minimalistycznej formie,  nada sznytu nowoczesności każdemu wnętrzu. Atuty:Możliwość zastosowania energooszczędnego źródła światła LEDŚredni rozmiarJakość wykonania W sprzedaży dostępne także dedykowane do oprawy żarówki LED;Oprawy halogenowe;MATERIAŁ:Aluminium|KOLOR:Biały|WYMIARY:śr.128mm|GŁĘBOKOŚĆ MONTAŻOWA:H70mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz|TRZONEK:GU10 (brak w komplecie)|ŻARÓWKA:QR70 LED 230V (brak w komplecie)|STOPIEŃ SZCZELNOŚCI:IP20
PP 921/1 WH OPRAWA HALOGENOWA QR70;https://www.pp-design.pl/image,offer,738,1439,1000,750,0.jpg;105.00 PLN;Oprawa wpuszczana na żarówkę typu QR70. Wykonana z aluminium lakierowanego na kolor biały. Regulowana. W sprzedaży dostępne także dedykowane do oprawy żarówki LED. Atuty:-Możliwość zastosowania energooszczędnego źródła światła LED-Średni rozmiar-Jakość wykonania;Oprawy halogenowe;MATERIAŁ:Aluminium|KOLOR:Biały|WYMIARY:128x128mm|OTWÓR MONTAŻOWY:śr.105mm|GŁĘBOKOŚĆ MONTAŻOWA:H70mm|NAPIĘCIE ZASILANIA:230V 50Hz|TRZONEK:GU10 (brak w komplecie)|ŻARÓWKA:QR70 LED 230V (brak w komplecie)|STOPIEŃ SZCZELNOŚCI:IP20
PP 921/2 WH OPRAWA HALOGENOWA QR70;https://www.pp-design.pl/image,offer,739,1440,1000,750,0.jpg;195.00 PLN;Oprawa wpuszczana na żarówkę typu QR70. Wykonana z aluminium lakierowanego na kolor biały. Regulowana. Sprawdzi się idealnie jako punktowe oświetlenie sufitowe. Dzięki swojej subtelnej minimalistycznej formie,  nada sznytu nowoczesności każdemu wnętrzu. Atuty:Możliwość zastosowania energooszczędnego źródła światła LEDŚredni rozmiarJakość wykonania W sprzedaży dostępne także dedykowane do oprawy żarówki LED. ;Oprawy halogenowe;MATERIAŁ:Aluminium|KOLOR:Biały|WYMIARY:240x130mm|OTWÓR MONTAŻOWY:210x105mm|GŁĘBOKOŚĆ MONTAŻOWA:H70mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz|TRZONEK:GU10 (brak w komplecie)|ŻARÓWKA:QR70 LED 230V (brak w komplecie)|STOPIEŃ SZCZELNOŚCI:IP20
PP 290 WH OPRAWA HALOGENOWA HERMETYCZNA IP44;https://www.pp-design.pl/image,offer,716,1404,1000,750,0.jpg|https://www.pp-design.pl/image,offer,716,1286,1000,750,0.png;69.00 PLN;Oprawa wpuszczana ze stopniem szczelności IP44 na żarówkę typu PAR16 oraz MR16. Wykonana z aluminium lakierowanego na kolor biały oraz piaskowanego szkła.Dostępna w kolorze białym oraz w czarnym.W sprzedaży dostępne także dedykowane do oprawy żarówki LED.;Oprawy halogenowe;MATERIAŁ:Aluminium, szkło|KOLOR:Biały, piaskowany|WYMIARY:śr.85mm|OTWÓR MONTAŻOWY:śr.60mm|GŁĘBOKOŚĆ MONTAŻOWA:H70mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz,|TRZONEK:GU10 230V (opcjonalnie), GU5,3 12V (gniazdo w komplecie)|ŻARÓWKA:Halogen 230V lub 12V 1x50W, LED 230V lub 12V (brak w komplecie)|STOPIEŃ SZCZELNOŚCI:IP44
PP 290 CH OPRAWA HALOGENOWA HERMETYCZNA IP44;https://www.pp-design.pl/image,offer,715,1330,1000,750,0.jpg|https://www.pp-design.pl/image,offer,715,1287,1000,750,0.png;69.00 PLN;Oprawa wpuszczana ze stopniem szczelności IP44 na żarówkę typu PAR16 oraz MR16. Wykonana z chromowanego aluminium oraz piaskowanego szkła.Dostępna w kolorze białym oraz w chromie. Atuty:Stopień szczelności IP44Możliwość zastosowania energooszczędnego źródła światła LEDJakość wykonaniaAtrakcyjna cena W sprzedaży dostępne także dedykowane do oprawy żarówki LED.;Oprawy halogenowe;MATERIAŁ:Aluminium, szkło|KOLOR:Chrom, piaskowany|WYMIARY:śr.85mm|OTWÓR MONTAŻOWY:śr.60mm|GŁĘBOKOŚĆ MONTAŻOWA:H70mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz,|TRZONEK:GU10 230V (opcjonalnie), GU5,3 12V (gniazdo w komplecie)|ŻARÓWKA:Halogen 230V lub 12V 1x50W, LED 230V lub 12V (brak w komplecie)|STOPIEŃ SZCZELNOŚCI:IP44
PP 823 CH OPRAWA HALOGENOWA HERMETYCZNA IP65;https://www.pp-design.pl/image,offer,704,1334,1000,750,0.jpg|https://www.pp-design.pl/image,offer,704,1191,1000,750,0.png;79.00 PLN;Oprawa wpuszczana ze stopniem szczelności IP65 na żarówkę typu PAR16 oraz MR16. Wykonana z chromowanego aluminium na kolor czarny oraz piaskowanego szkła.Wysoki stopień szczelności sprawia, że lampę można zamontować w pomieszczeniach o dużej wilgotnośco powietrza np. w łazience lub kuchni. Dostępna w kolorze białym, czarnym oraz w chromie.W sprzedaży dostępne także dedykowane do oprawy żarówki LED.;Oprawy halogenowe;MATERIAŁ:Aluminium, szkło|KOLOR:Chrom, piaskowany|WYMIARY:śr.93mm|OTWÓR MONTAŻOWY:śr.70mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz,|TRZONEK:GU10 230V (opcjonalnie), GU5,3 12V (gniazdo w komplecie)|ŻARÓWKA:Halogen 230V lub 12V 1x50W, LED 230V lub 12V (brak w komplecie)|STOPIEŃ SZCZELNOŚCI:IP65
PP 823 BK OPRAWA HALOGENOWA HERMETYCZNA IP65;https://www.pp-design.pl/image,offer,703,1332,1000,750,0.jpg|https://www.pp-design.pl/image,offer,703,1186,1000,750,0.png|https://www.pp-design.pl/image,offer,703,1333,1000,750,0.png|https://www.pp-design.pl/image,offer,703,2239,1000,750,0.jpg|https://www.pp-design.pl/image,offer,703,2240,1000,750,0.jpg|https://www.pp-design.pl/image,offer,703,2242,1000,750,0.jpg;79.00 PLN;Oprawa wpuszczana ze stopniem szczelności IP65 na żarówkę typu PAR16 oraz MR16. Wykonana z aluminium lakierowanego na kolor czarny oraz piaskowanego szkła.Dostępna w kolorze białym oraz czarnym. Atuty:Stopień szczelności IP65Możliwość zastosowania energooszczędnego źródła światła LEDJakość wykonaniaAtrakcyjna cenaW sprzedaży dostępne także dedykowane do oprawy żarówki LED.;Oprawy halogenowe;MATERIAŁ:Aluminium, szkło|KOLOR:Czarny, piaskowany|WYMIARY:śr.93mm|OTWÓR MONTAŻOWY:śr.70mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz,|TRZONEK:GU10 230V (opcjonalnie), GU5,3 12V (gniazdo w komplecie)|ŻARÓWKA:Halogen 230V lub 12V 1x50W, LED 230V lub 12V (brak w komplecie)|STOPIEŃ SZCZELNOŚCI:IP65
PP 823 WH OPRAWA HALOGENOWA HERMETYCZNA IP65;https://www.pp-design.pl/image,offer,155,1405,1000,750,0.jpg|https://www.pp-design.pl/image,offer,155,1185,1000,750,0.png|https://www.pp-design.pl/image,offer,155,2227,1000,750,0.jpg|https://www.pp-design.pl/image,offer,155,2228,1000,750,0.jpg|https://www.pp-design.pl/image,offer,155,2243,1000,750,0.jpg|https://www.pp-design.pl/image,offer,155,2244,1000,750,0.jpg|https://www.pp-design.pl/image,offer,155,2233,1000,750,0.jpg|https://www.pp-design.pl/image,offer,155,2234,1000,750,0.jpg|https://www.pp-design.pl/image,offer,155,2235,1000,750,0.jpg;79.00 PLN;Oprawa wpuszczana ze stopniem szczelności IP65 na żarówkę typu PAR16 oraz MR16. Wykonana z aluminium lakierowanego na kolor biały oraz piaskowanego szkła. Wysoki stopień szczelności sprawia, że lampę zamontować można w pomieszczeniach o dużej wilgotności powietrza np. w łazience lub kuchni. Dostępna w kolorze białym oraz czarnym. Atuty:Stopień szczelności IP65Możliwość zastosowania energooszczędnego źródła światła LEDJakość wykonaniaAtrakcyjna cena W sprzedaży dostępne także dedykowane do oprawy żarówki LED.;Oprawy halogenowe;MATERIAŁ:Aluminium, szkło|KOLOR:Biały, piaskowany|WYMIARY:śr.93mm|OTWÓR MONTAŻOWY:śr.70mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz,|TRZONEK:GU10 230V (opcjonalnie), GU5,3 12V (gniazdo w komplecie)|ŻARÓWKA:Halogen 230V lub 12V 1x50W, LED 230V lub 12V (brak w komplecie)|STOPIEŃ SZCZELNOŚCI:IP65
PP 825 WH OPRAWA HALOGENOWA PAR16 MR16;https://www.pp-design.pl/image,offer,652,835,1000,750,0.jpg;48.00 PLN;Oprawa wpuszczana na żarówkę typu PAR16 oraz MR16. Wykonana z aluminium lakierowanego na kolor biały. Regulowana.W sprzedaży dostępne także dedykowane do oprawy żarówki LED. Atuty:DesignMożliwość zastosowania źródła światła LEDJakość wykonaniaAtrakcyjna cena;Oprawy halogenowe;MATERIAŁ:Aluminium|KOLOR:Biały|WYMIARY:śr.93mm|OTWÓR MONTAŻOWY:śr.80mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz|TRZONEK:GU10 (opcjonalnie - za dopłatą), GU5,3 (gniazdo w komplecie)|ŻARÓWKA:Halogen 230V lub 12V 1x50W, LED 230V lub 12V (brak w komplecie)
PP 826/1 WH OPRAWA HALOGENOWA PAR16 MR16;https://www.pp-design.pl/image,offer,650,824,1000,750,0.jpg;48.00 PLN;Oprawa wpuszczana na żarówkę typu PAR16 oraz MR16. Wykonana z aluminium lakierowanego na kolor biały. Regulowana.Dostępna wersja pojedyncza oraz podwójna. Atuty:DesignMożliwość zastosowania źródła światła LEDJakość wykonaniaAtrakcyjna cenaW sprzedaży dostępne także dedykowane do oprawy żarówki LED.;Oprawy halogenowe;MATERIAŁ:Aluminium|KOLOR:Biały|WYMIARY:93x93mm|OTWÓR MONTAŻOWY:śr.80mm|NAPIĘCIE ZASILANIA:230V 50Hz, 12V 50Hz|TRZONEK:GU10 (opcjonalnie - za dopłatą), GU5,3 (gniazdo w komplecie)|ŻARÓWKA:Halogen 230V lub 12V 1x50W, LED 230V lub 12V (brak w komplecie)
